operation,matrix_size,variable_type,num_operations,optimal_thread,optimal_execution_time
multiplication,538,1,311441744,8,0.179000
elemwise_multiplication,538,1,289444,4,0.000333
addition,539,0,290521,8,0.000333
duplication,539,0,290521,8,0.000333
multiplication,539,0,313181638,8,0.195667
elemwise_multiplication,539,0,290521,16,0.000333
addition,539,1,290521,4,0.000333
duplication,539,1,290521,4,0.000333
multiplication,539,1,313181638,16,0.202667
elemwise_multiplication,539,1,290521,2,0.000333
addition,540,0,291600,4,0.000333
duplication,540,0,291600,4,0.000333
multiplication,540,0,314928000,8,0.222000
elemwise_multiplication,540,0,291600,8,0.000333
addition,540,1,291600,4,0.000333
duplication,540,1,291600,4,0.000333
multiplication,540,1,314928000,8,0.185333
elemwise_multiplication,540,1,291600,8,0.000333
addition,541,0,292681,4,0.000333
duplication,541,0,292681,8,0.000333
multiplication,541,0,316680842,8,0.258333
elemwise_multiplication,541,0,292681,8,0.000667
addition,541,1,292681,8,0.001000
duplication,541,1,292681,8,0.000667
multiplication,541,1,316680842,8,0.306333
elemwise_multiplication,541,1,292681,8,0.000667
addition,542,0,293764,4,0.001333
duplication,542,0,293764,8,0.000667
multiplication,542,0,318440176,8,0.303667
elemwise_multiplication,542,0,293764,4,0.000667
addition,542,1,293764,8,0.001000
duplication,542,1,293764,8,0.000667
multiplication,542,1,318440176,16,0.301000
elemwise_multiplication,542,1,293764,4,0.000667
addition,543,0,294849,8,0.001000
duplication,543,0,294849,8,0.000667
multiplication,543,0,320206014,8,0.295667
elemwise_multiplication,543,0,294849,8,0.000667
addition,543,1,294849,8,0.001000
duplication,543,1,294849,4,0.001000
multiplication,543,1,320206014,8,0.301000
elemwise_multiplication,543,1,294849,8,0.000667
addition,544,0,295936,8,0.001333
duplication,544,0,295936,8,0.000667
multiplication,544,0,321978368,8,0.293333
elemwise_multiplication,544,0,295936,4,0.000667
addition,544,1,295936,8,0.001000
duplication,544,1,295936,4,0.001000
multiplication,544,1,321978368,8,0.306667
elemwise_multiplication,544,1,295936,4,0.000667
addition,545,0,297025,8,0.001000
duplication,545,0,297025,8,0.000667
multiplication,545,0,323757250,8,0.305333
elemwise_multiplication,545,0,297025,2,0.000667
addition,545,1,297025,16,0.001000
duplication,545,1,297025,8,0.001000
multiplication,545,1,323757250,16,0.311000
elemwise_multiplication,545,1,297025,8,0.000667
addition,546,0,298116,4,0.001333
duplication,546,0,298116,4,0.001000
multiplication,546,0,325542672,16,0.303333
elemwise_multiplication,546,0,298116,8,0.000667
addition,546,1,298116,8,0.001667
duplication,546,1,298116,8,0.001333
multiplication,546,1,325542672,8,0.202333
elemwise_multiplication,546,1,298116,4,0.000333
addition,547,0,299209,4,0.000667
duplication,547,0,299209,4,0.000333
multiplication,547,0,327334646,8,0.186667
elemwise_multiplication,547,0,299209,8,0.000333
addition,547,1,299209,4,0.000333
duplication,547,1,299209,4,0.000333
multiplication,547,1,327334646,8,0.197000
elemwise_multiplication,547,1,299209,4,0.000333
addition,548,0,300304,4,0.000667
duplication,548,0,300304,4,0.000333
multiplication,548,0,329133184,16,0.188000
elemwise_multiplication,548,0,300304,4,0.000333
addition,548,1,300304,4,0.000333
duplication,548,1,300304,4,0.000333
multiplication,548,1,329133184,8,0.190000
elemwise_multiplication,548,1,300304,8,0.000333
addition,549,0,301401,8,0.000333
duplication,549,0,301401,4,0.000333
multiplication,549,0,330938298,8,0.194667
elemwise_multiplication,549,0,301401,8,0.000333
addition,549,1,301401,8,0.000333
duplication,549,1,301401,8,0.000333
multiplication,549,1,330938298,8,0.231000
elemwise_multiplication,549,1,301401,4,0.000333
addition,550,0,302500,4,0.001000
duplication,550,0,302500,4,0.001000
multiplication,550,0,332750000,8,0.313667
elemwise_multiplication,550,0,302500,4,0.000667
addition,550,1,302500,16,0.001000
duplication,550,1,302500,4,0.000667
multiplication,550,1,332750000,8,0.314333
elemwise_multiplication,550,1,302500,8,0.000667
addition,551,0,303601,8,0.001333
duplication,551,0,303601,4,0.001333
multiplication,551,0,334568302,8,0.311667
elemwise_multiplication,551,0,303601,4,0.000667
addition,551,1,303601,8,0.001000
duplication,551,1,303601,8,0.001333
multiplication,551,1,334568302,16,0.317333
elemwise_multiplication,551,1,303601,8,0.000667
addition,552,0,304704,4,0.000667
duplication,552,0,304704,8,0.000667
multiplication,552,0,336393216,8,0.308667
elemwise_multiplication,552,0,304704,4,0.000667
addition,552,1,304704,4,0.001000
duplication,552,1,304704,8,0.001000
multiplication,552,1,336393216,8,0.313333
elemwise_multiplication,552,1,304704,4,0.000667
addition,553,0,305809,8,0.000667
duplication,553,0,305809,4,0.000667
multiplication,553,0,338224754,8,0.319667
elemwise_multiplication,553,0,305809,8,0.000667
addition,553,1,305809,4,0.001333
duplication,553,1,305809,8,0.001333
multiplication,553,1,338224754,8,0.329667
elemwise_multiplication,553,1,305809,8,0.000667
addition,554,0,306916,8,0.001333
duplication,554,0,306916,4,0.001000
multiplication,554,0,340062928,16,0.320667
elemwise_multiplication,554,0,306916,8,0.000667
addition,554,1,306916,8,0.001000
duplication,554,1,306916,8,0.001000
multiplication,554,1,340062928,8,0.325667
elemwise_multiplication,554,1,306916,4,0.000667
addition,555,0,308025,16,0.001667
duplication,555,0,308025,8,0.001000
multiplication,555,0,341907750,16,0.321000
elemwise_multiplication,555,0,308025,8,0.000667
addition,555,1,308025,8,0.001000
duplication,555,1,308025,2,0.001000
multiplication,555,1,341907750,16,0.329667
elemwise_multiplication,555,1,308025,8,0.000667
addition,556,0,309136,8,0.001000
duplication,556,0,309136,8,0.000667
multiplication,556,0,343759232,8,0.322000
elemwise_multiplication,556,0,309136,8,0.000667
addition,556,1,309136,8,0.001000
duplication,556,1,309136,8,0.000667
multiplication,556,1,343759232,16,0.330000
elemwise_multiplication,556,1,309136,4,0.000667
addition,557,0,310249,8,0.001000
duplication,557,0,310249,4,0.001000
multiplication,557,0,345617386,8,0.323333
elemwise_multiplication,557,0,310249,8,0.000667
addition,557,1,310249,16,0.001000
duplication,557,1,310249,4,0.001000
multiplication,557,1,345617386,8,0.330000
elemwise_multiplication,557,1,310249,8,0.000667
addition,558,0,311364,16,0.001000
duplication,558,0,311364,8,0.000667
multiplication,558,0,347482224,8,0.324667
elemwise_multiplication,558,0,311364,8,0.000667
addition,558,1,311364,4,0.001333
duplication,558,1,311364,4,0.001333
multiplication,558,1,347482224,16,0.329000
elemwise_multiplication,558,1,311364,4,0.000667
addition,559,0,312481,8,0.001000
duplication,559,0,312481,8,0.001000
multiplication,559,0,349353758,8,0.325333
elemwise_multiplication,559,0,312481,8,0.000667
addition,559,1,312481,8,0.000667
duplication,559,1,312481,8,0.000667
multiplication,559,1,349353758,8,0.336333
elemwise_multiplication,559,1,312481,8,0.000667
addition,560,0,313600,8,0.001000
duplication,560,0,313600,2,0.001000
multiplication,560,0,351232000,16,0.275667
elemwise_multiplication,560,0,313600,8,0.000667
addition,560,1,313600,8,0.001000
duplication,560,1,313600,4,0.001000
multiplication,560,1,351232000,16,0.341667
elemwise_multiplication,560,1,313600,4,0.001000
addition,561,0,314721,8,0.001667
duplication,561,0,314721,8,0.001000
multiplication,561,0,353116962,8,0.352333
elemwise_multiplication,561,0,314721,8,0.000667
addition,561,1,314721,2,0.002000
duplication,561,1,314721,8,0.001000
multiplication,561,1,353116962,16,0.375000
elemwise_multiplication,561,1,314721,4,0.000667
addition,562,0,315844,8,0.001000
duplication,562,0,315844,8,0.001333
multiplication,562,0,355008656,16,0.331333
elemwise_multiplication,562,0,315844,8,0.000667
addition,562,1,315844,8,0.001000
duplication,562,1,315844,4,0.001000
multiplication,562,1,355008656,8,0.342333
elemwise_multiplication,562,1,315844,8,0.000667
addition,563,0,316969,4,0.001333
duplication,563,0,316969,8,0.001000
multiplication,563,0,356907094,16,0.332333
elemwise_multiplication,563,0,316969,8,0.000667
addition,563,1,316969,8,0.001000
duplication,563,1,316969,4,0.001000
multiplication,563,1,356907094,8,0.342667
elemwise_multiplication,563,1,316969,4,0.000667
addition,564,0,318096,8,0.001000
duplication,564,0,318096,4,0.000667
multiplication,564,0,358812288,8,0.332000
elemwise_multiplication,564,0,318096,4,0.000667
addition,564,1,318096,8,0.001000
duplication,564,1,318096,4,0.001000
multiplication,564,1,358812288,8,0.342000
elemwise_multiplication,564,1,318096,8,0.000667
addition,565,0,319225,8,0.001000
duplication,565,0,319225,8,0.001000
multiplication,565,0,360724250,8,0.338333
elemwise_multiplication,565,0,319225,8,0.000667
addition,565,1,319225,8,0.001333
duplication,565,1,319225,8,0.001333
multiplication,565,1,360724250,16,0.349000
elemwise_multiplication,565,1,319225,8,0.000667
addition,566,0,320356,8,0.001000
duplication,566,0,320356,2,0.001000
multiplication,566,0,362642992,8,0.216667
elemwise_multiplication,566,0,320356,8,0.000333
addition,566,1,320356,4,0.000667
duplication,566,1,320356,4,0.000333
multiplication,566,1,362642992,16,0.221000
elemwise_multiplication,566,1,320356,8,0.000333
addition,567,0,321489,4,0.000667
duplication,567,0,321489,4,0.000667
multiplication,567,0,364568526,8,0.201667
elemwise_multiplication,567,0,321489,16,0.000333
addition,567,1,321489,4,0.000333
duplication,567,1,321489,4,0.000333
multiplication,567,1,364568526,8,0.207667
elemwise_multiplication,567,1,321489,4,0.000333
addition,568,0,322624,8,0.000333
duplication,568,0,322624,8,0.000333
multiplication,568,0,366500864,8,0.199667
elemwise_multiplication,568,0,322624,8,0.000333
addition,568,1,322624,16,0.000333
duplication,568,1,322624,8,0.000333
multiplication,568,1,366500864,8,0.211667
elemwise_multiplication,568,1,322624,4,0.000333
addition,569,0,323761,2,0.000667
duplication,569,0,323761,4,0.000333
multiplication,569,0,368440018,8,0.227333
elemwise_multiplication,569,0,323761,4,0.000333
addition,569,1,323761,8,0.000333
duplication,569,1,323761,4,0.000333
multiplication,569,1,368440018,8,0.235000
elemwise_multiplication,569,1,323761,8,0.000333
addition,570,0,324900,4,0.000333
duplication,570,0,324900,8,0.000333
multiplication,570,0,370386000,8,0.204333
elemwise_multiplication,570,0,324900,4,0.000333
addition,570,1,324900,8,0.000667
duplication,570,1,324900,4,0.000667
multiplication,570,1,370386000,8,0.210000
elemwise_multiplication,570,1,324900,4,0.000333
addition,571,0,326041,8,0.000333
duplication,571,0,326041,16,0.000333
multiplication,571,0,372338822,16,0.227333
elemwise_multiplication,571,0,326041,4,0.000333
addition,571,1,326041,4,0.000333
duplication,571,1,326041,8,0.000333
multiplication,571,1,372338822,16,0.225667
elemwise_multiplication,571,1,326041,16,0.000333
addition,572,0,327184,4,0.000333
duplication,572,0,327184,8,0.000333
multiplication,572,0,374298496,16,0.352667
elemwise_multiplication,572,0,327184,8,0.000667
addition,572,1,327184,8,0.001000
duplication,572,1,327184,4,0.001000
multiplication,572,1,374298496,16,0.344667
elemwise_multiplication,572,1,327184,8,0.000667
addition,573,0,328329,8,0.001000
duplication,573,0,328329,4,0.000667
multiplication,573,0,376265034,16,0.324667
elemwise_multiplication,573,0,328329,8,0.000667
addition,573,1,328329,4,0.000667
duplication,573,1,328329,4,0.000333
multiplication,573,1,376265034,8,0.211333
elemwise_multiplication,573,1,328329,4,0.000333
addition,574,0,329476,8,0.000333
duplication,574,0,329476,4,0.000333
multiplication,574,0,378238448,16,0.216667
elemwise_multiplication,574,0,329476,4,0.000333
addition,574,1,329476,4,0.000667
duplication,574,1,329476,4,0.000333
multiplication,574,1,378238448,16,0.221000
elemwise_multiplication,574,1,329476,4,0.000333
addition,575,0,330625,4,0.000667
duplication,575,0,330625,4,0.000333
multiplication,575,0,380218750,8,0.220000
elemwise_multiplication,575,0,330625,4,0.000333
addition,575,1,330625,4,0.000333
duplication,575,1,330625,8,0.000333
multiplication,575,1,380218750,16,0.233000
elemwise_multiplication,575,1,330625,16,0.000333
addition,576,0,331776,4,0.000333
duplication,576,0,331776,4,0.000667
multiplication,576,0,382205952,16,0.224333
elemwise_multiplication,576,0,331776,16,0.000333
addition,576,1,331776,4,0.000333
duplication,576,1,331776,4,0.000333
multiplication,576,1,382205952,8,0.226667
elemwise_multiplication,576,1,331776,8,0.000333
addition,577,0,332929,4,0.000333
duplication,577,0,332929,16,0.000333
multiplication,577,0,384200066,8,0.217000
elemwise_multiplication,577,0,332929,4,0.000333
addition,577,1,332929,8,0.000667
duplication,577,1,332929,8,0.000333
multiplication,577,1,384200066,8,0.224333
elemwise_multiplication,577,1,332929,4,0.000333
addition,578,0,334084,8,0.000667
duplication,578,0,334084,4,0.000333
multiplication,578,0,386201104,8,0.212333
elemwise_multiplication,578,0,334084,16,0.000333
addition,578,1,334084,8,0.000333
duplication,578,1,334084,4,0.000333
multiplication,578,1,386201104,16,0.219000
elemwise_multiplication,578,1,334084,4,0.000333
addition,579,0,335241,4,0.000333
duplication,579,0,335241,8,0.000333
multiplication,579,0,388209078,8,0.217333
elemwise_multiplication,579,0,335241,8,0.000333
addition,579,1,335241,8,0.000333
duplication,579,1,335241,8,0.000333
multiplication,579,1,388209078,8,0.225000
elemwise_multiplication,579,1,335241,4,0.000333
addition,580,0,336400,4,0.000333
duplication,580,0,336400,4,0.000333
multiplication,580,0,390224000,8,0.220333
elemwise_multiplication,580,0,336400,8,0.000333
addition,580,1,336400,16,0.000667
duplication,580,1,336400,2,0.000667
multiplication,580,1,390224000,8,0.230667
elemwise_multiplication,580,1,336400,4,0.000333
addition,581,0,337561,8,0.000333
duplication,581,0,337561,4,0.000333
multiplication,581,0,392245882,16,0.364667
elemwise_multiplication,581,0,337561,8,0.000667
addition,581,1,337561,8,0.001000
duplication,581,1,337561,8,0.000667
multiplication,581,1,392245882,16,0.374333
elemwise_multiplication,581,1,337561,8,0.000667
addition,582,0,338724,8,0.001333
duplication,582,0,338724,8,0.001000
multiplication,582,0,394274736,8,0.366000
elemwise_multiplication,582,0,338724,4,0.001000
addition,582,1,338724,4,0.001333
duplication,582,1,338724,8,0.000667
multiplication,582,1,394274736,8,0.378667
elemwise_multiplication,582,1,338724,8,0.000667
addition,583,0,339889,4,0.001333
duplication,583,0,339889,4,0.001000
multiplication,583,0,396310574,16,0.365333
elemwise_multiplication,583,0,339889,16,0.000667
addition,583,1,339889,8,0.001000
duplication,583,1,339889,4,0.001000
multiplication,583,1,396310574,16,0.346333
elemwise_multiplication,583,1,339889,4,0.001000
addition,584,0,341056,8,0.001000
duplication,584,0,341056,4,0.001000
multiplication,584,0,398353408,16,0.248000
elemwise_multiplication,584,0,341056,4,0.000333
addition,584,1,341056,4,0.001000
duplication,584,1,341056,4,0.000667
multiplication,584,1,398353408,8,0.231000
elemwise_multiplication,584,1,341056,8,0.000333
addition,585,0,342225,4,0.000333
duplication,585,0,342225,8,0.000667
multiplication,585,0,400403250,16,0.300333
elemwise_multiplication,585,0,342225,4,0.000333
addition,585,1,342225,4,0.000333
duplication,585,1,342225,4,0.000333
multiplication,585,1,400403250,8,0.471667
elemwise_multiplication,585,1,342225,16,0.000667
addition,586,0,343396,4,0.001333
duplication,586,0,343396,8,0.001000
multiplication,586,0,402460112,8,0.373333
elemwise_multiplication,586,0,343396,8,0.000667
addition,586,1,343396,8,0.001000
duplication,586,1,343396,4,0.001000
multiplication,586,1,402460112,8,0.375667
elemwise_multiplication,586,1,343396,2,0.001000
addition,587,0,344569,8,0.001667
duplication,587,0,344569,8,0.001333
multiplication,587,0,404524006,16,0.367333
elemwise_multiplication,587,0,344569,8,0.000667
addition,587,1,344569,8,0.001000
duplication,587,1,344569,8,0.001000
multiplication,587,1,404524006,8,0.383000
elemwise_multiplication,587,1,344569,4,0.000333
addition,588,0,345744,4,0.001000
duplication,588,0,345744,4,0.000667
multiplication,588,0,406594944,16,0.229333
elemwise_multiplication,588,0,345744,4,0.000333
addition,588,1,345744,16,0.000333
duplication,588,1,345744,4,0.000333
multiplication,588,1,406594944,16,0.249333
elemwise_multiplication,588,1,345744,4,0.000333
addition,589,0,346921,8,0.000667
duplication,589,0,346921,16,0.000667
multiplication,589,0,408672938,8,0.239667
elemwise_multiplication,589,0,346921,4,0.000333
addition,589,1,346921,4,0.000667
duplication,589,1,346921,4,0.000333
multiplication,589,1,408672938,16,0.294667
elemwise_multiplication,589,1,346921,4,0.000333
addition,590,0,348100,4,0.000667
duplication,590,0,348100,8,0.000667
multiplication,590,0,410758000,8,0.250333
elemwise_multiplication,590,0,348100,4,0.000333
addition,590,1,348100,8,0.000333
duplication,590,1,348100,4,0.000333
multiplication,590,1,410758000,16,0.236000
elemwise_multiplication,590,1,348100,8,0.000333
addition,591,0,349281,8,0.000333
duplication,591,0,349281,4,0.000333
multiplication,591,0,412850142,16,0.256333
elemwise_multiplication,591,0,349281,8,0.000333
addition,591,1,349281,8,0.000333
