operation,matrix_size,variable_type,num_operations,optimal_thread,optimal_execution_time
addition,661,0,436921,8,0.000667
duplication,661,0,436921,4,0.000667
multiplication,661,0,577609562,8,0.322667
elemwise_multiplication,661,0,436921,8,0.000333
addition,661,1,436921,8,0.000667
duplication,661,1,436921,4,0.000667
multiplication,661,1,577609562,8,0.336667
elemwise_multiplication,661,1,436921,4,0.000333
addition,662,0,438244,16,0.000667
duplication,662,0,438244,8,0.000333
multiplication,662,0,580235056,8,0.395000
elemwise_multiplication,662,0,438244,4,0.000333
addition,662,1,438244,8,0.000667
duplication,662,1,438244,8,0.000333
multiplication,662,1,580235056,8,0.419667
elemwise_multiplication,662,1,438244,8,0.000333
addition,663,0,439569,8,0.000333
duplication,663,0,439569,16,0.000667
multiplication,663,0,582868494,16,0.356333
elemwise_multiplication,663,0,439569,2,0.000667
addition,663,1,439569,8,0.000667
duplication,663,1,439569,8,0.000667
multiplication,663,1,582868494,8,0.332667
elemwise_multiplication,663,1,439569,8,0.000333
addition,664,0,440896,8,0.000667
duplication,664,0,440896,8,0.000667
multiplication,664,0,585509888,8,0.315333
elemwise_multiplication,664,0,440896,4,0.000333
addition,664,1,440896,8,0.000667
duplication,664,1,440896,4,0.000667
multiplication,664,1,585509888,8,0.340000
elemwise_multiplication,664,1,440896,8,0.000333
addition,665,0,442225,8,0.000667
duplication,665,0,442225,4,0.000667
multiplication,665,0,588159250,8,0.329667
elemwise_multiplication,665,0,442225,8,0.000333
addition,665,1,442225,8,0.000667
duplication,665,1,442225,16,0.000333
multiplication,665,1,588159250,8,0.335333
elemwise_multiplication,665,1,442225,4,0.000333
addition,666,0,443556,4,0.000667
duplication,666,0,443556,16,0.000333
multiplication,666,0,590816592,8,0.325000
elemwise_multiplication,666,0,443556,8,0.000333
addition,666,1,443556,8,0.000667
duplication,666,1,443556,4,0.000667
multiplication,666,1,590816592,8,0.331000
elemwise_multiplication,666,1,443556,4,0.000333
addition,667,0,444889,8,0.000667
duplication,667,0,444889,8,0.000667
multiplication,667,0,593481926,16,0.332333
elemwise_multiplication,667,0,444889,8,0.000667
addition,667,1,444889,8,0.000667
duplication,667,1,444889,16,0.000333
multiplication,667,1,593481926,8,0.339333
elemwise_multiplication,667,1,444889,4,0.000333
addition,668,0,446224,4,0.000667
duplication,668,0,446224,2,0.000667
multiplication,668,0,596155264,8,0.324667
elemwise_multiplication,668,0,446224,8,0.000333
addition,668,1,446224,8,0.000667
duplication,668,1,446224,8,0.000333
multiplication,668,1,596155264,8,0.342000
elemwise_multiplication,668,1,446224,8,0.000333
addition,669,0,447561,4,0.000667
duplication,669,0,447561,4,0.000667
multiplication,669,0,598836618,8,0.329667
elemwise_multiplication,669,0,447561,8,0.000333
addition,669,1,447561,4,0.000667
duplication,669,1,447561,8,0.000333
multiplication,669,1,598836618,8,0.341000
elemwise_multiplication,669,1,447561,4,0.000333
addition,670,0,448900,4,0.000667
duplication,670,0,448900,4,0.000667
multiplication,670,0,601526000,16,0.339333
elemwise_multiplication,670,0,448900,8,0.000333
addition,670,1,448900,4,0.000667
duplication,670,1,448900,8,0.000333
multiplication,670,1,601526000,16,0.387000
elemwise_multiplication,670,1,448900,8,0.000667
addition,671,0,450241,8,0.000667
duplication,671,0,450241,4,0.000333
multiplication,671,0,604223422,8,0.337667
elemwise_multiplication,671,0,450241,4,0.000333
addition,671,1,450241,8,0.000667
duplication,671,1,450241,8,0.000667
multiplication,671,1,604223422,8,0.349667
elemwise_multiplication,671,1,450241,8,0.000333
addition,672,0,451584,16,0.000667
duplication,672,0,451584,8,0.000667
multiplication,672,0,606928896,8,0.382333
elemwise_multiplication,672,0,451584,4,0.000333
addition,672,1,451584,16,0.000667
duplication,672,1,451584,4,0.000333
multiplication,672,1,606928896,8,0.388667
elemwise_multiplication,672,1,451584,8,0.000333
addition,673,0,452929,4,0.000333
duplication,673,0,452929,4,0.000333
multiplication,673,0,609642434,8,0.333667
elemwise_multiplication,673,0,452929,4,0.000333
addition,673,1,452929,16,0.000667
duplication,673,1,452929,4,0.000333
multiplication,673,1,609642434,8,0.351667
elemwise_multiplication,673,1,452929,8,0.000333
addition,674,0,454276,4,0.000667
duplication,674,0,454276,16,0.000667
multiplication,674,0,612364048,16,0.400667
elemwise_multiplication,674,0,454276,8,0.000333
addition,674,1,454276,2,0.001000
duplication,674,1,454276,8,0.000667
multiplication,674,1,612364048,8,0.355333
elemwise_multiplication,674,1,454276,16,0.000333
addition,675,0,455625,16,0.000667
duplication,675,0,455625,8,0.000333
multiplication,675,0,615093750,8,0.340000
elemwise_multiplication,675,0,455625,4,0.000333
addition,675,1,455625,4,0.000667
duplication,675,1,455625,4,0.000667
multiplication,675,1,615093750,8,0.351333
elemwise_multiplication,675,1,455625,4,0.000333
addition,676,0,456976,8,0.000667
duplication,676,0,456976,8,0.000667
multiplication,676,0,617831552,8,0.342333
elemwise_multiplication,676,0,456976,4,0.000333
addition,676,1,456976,4,0.000667
duplication,676,1,456976,8,0.000333
multiplication,676,1,617831552,8,0.354667
elemwise_multiplication,676,1,456976,8,0.000667
addition,677,0,458329,4,0.001000
duplication,677,0,458329,8,0.000333
multiplication,677,0,620577466,8,0.338333
elemwise_multiplication,677,0,458329,8,0.000333
addition,677,1,458329,4,0.000667
duplication,677,1,458329,8,0.000333
multiplication,677,1,620577466,16,0.404000
elemwise_multiplication,677,1,458329,4,0.000667
addition,678,0,459684,8,0.000667
duplication,678,0,459684,8,0.000667
multiplication,678,0,623331504,8,0.338000
elemwise_multiplication,678,0,459684,4,0.000333
addition,678,1,459684,4,0.000667
duplication,678,1,459684,8,0.000667
multiplication,678,1,623331504,8,0.361333
elemwise_multiplication,678,1,459684,4,0.000333
addition,679,0,461041,4,0.000667
duplication,679,0,461041,4,0.000667
multiplication,679,0,626093678,8,0.344333
elemwise_multiplication,679,0,461041,4,0.000333
addition,679,1,461041,4,0.000667
duplication,679,1,461041,8,0.000333
multiplication,679,1,626093678,8,0.369000
elemwise_multiplication,679,1,461041,4,0.000667
addition,680,0,462400,8,0.000667
duplication,680,0,462400,4,0.000667
multiplication,680,0,628864000,8,0.350000
elemwise_multiplication,680,0,462400,8,0.000333
addition,680,1,462400,16,0.000667
duplication,680,1,462400,8,0.000333
multiplication,680,1,628864000,8,0.368333
elemwise_multiplication,680,1,462400,4,0.000333
addition,681,0,463761,4,0.000667
duplication,681,0,463761,8,0.000333
multiplication,681,0,631642482,16,0.387667
elemwise_multiplication,681,0,463761,8,0.000333
addition,681,1,463761,4,0.000667
duplication,681,1,463761,8,0.000667
multiplication,681,1,631642482,8,0.369000
elemwise_multiplication,681,1,463761,16,0.000333
addition,682,0,465124,8,0.000667
duplication,682,0,465124,8,0.000667
multiplication,682,0,634429136,4,0.362000
elemwise_multiplication,682,0,465124,8,0.000333
addition,682,1,465124,8,0.000667
duplication,682,1,465124,8,0.000333
multiplication,682,1,634429136,8,0.378000
elemwise_multiplication,682,1,465124,4,0.000333
addition,683,0,466489,8,0.000667
duplication,683,0,466489,8,0.000667
multiplication,683,0,637223974,16,0.395667
elemwise_multiplication,683,0,466489,4,0.000333
addition,683,1,466489,16,0.000667
duplication,683,1,466489,4,0.000333
multiplication,683,1,637223974,8,0.412333
elemwise_multiplication,683,1,466489,4,0.000333
addition,684,0,467856,4,0.000667
duplication,684,0,467856,8,0.000667
multiplication,684,0,640027008,16,0.366000
elemwise_multiplication,684,0,467856,8,0.000333
addition,684,1,467856,4,0.000667
duplication,684,1,467856,8,0.000333
multiplication,684,1,640027008,16,0.454667
elemwise_multiplication,684,1,467856,8,0.000667
addition,685,0,469225,2,0.001000
duplication,685,0,469225,4,0.000667
multiplication,685,0,642838250,8,0.355667
elemwise_multiplication,685,0,469225,8,0.000333
addition,685,1,469225,16,0.000667
duplication,685,1,469225,8,0.000333
multiplication,685,1,642838250,8,0.377333
elemwise_multiplication,685,1,469225,8,0.000667
addition,686,0,470596,8,0.000667
duplication,686,0,470596,8,0.000333
multiplication,686,0,645657712,8,0.352000
elemwise_multiplication,686,0,470596,8,0.000333
addition,686,1,470596,4,0.000667
duplication,686,1,470596,8,0.000333
multiplication,686,1,645657712,8,0.368000
elemwise_multiplication,686,1,470596,8,0.000333
addition,687,0,471969,4,0.000667
duplication,687,0,471969,2,0.000667
multiplication,687,0,648485406,8,0.377000
elemwise_multiplication,687,0,471969,8,0.000333
addition,687,1,471969,16,0.000667
duplication,687,1,471969,8,0.000667
multiplication,687,1,648485406,8,0.386333
elemwise_multiplication,687,1,471969,8,0.000333
addition,688,0,473344,4,0.000667
duplication,688,0,473344,8,0.000667
multiplication,688,0,651321344,16,0.399000
elemwise_multiplication,688,0,473344,4,0.000667
addition,688,1,473344,16,0.000667
duplication,688,1,473344,8,0.000333
multiplication,688,1,651321344,8,0.402000
elemwise_multiplication,688,1,473344,16,0.000333
addition,689,0,474721,8,0.000667
duplication,689,0,474721,4,0.000667
multiplication,689,0,654165538,8,0.364667
elemwise_multiplication,689,0,474721,8,0.000333
addition,689,1,474721,8,0.000667
duplication,689,1,474721,8,0.000333
multiplication,689,1,654165538,8,0.384333
elemwise_multiplication,689,1,474721,4,0.000333
addition,690,0,476100,4,0.000667
duplication,690,0,476100,8,0.000667
multiplication,690,0,657018000,16,0.445667
elemwise_multiplication,690,0,476100,4,0.000333
addition,690,1,476100,8,0.000333
duplication,690,1,476100,8,0.000333
multiplication,690,1,657018000,16,0.425667
elemwise_multiplication,690,1,476100,4,0.000333
addition,691,0,477481,2,0.000667
duplication,691,0,477481,8,0.000333
multiplication,691,0,659878742,8,0.366667
elemwise_multiplication,691,0,477481,4,0.000333
addition,691,1,477481,4,0.000667
duplication,691,1,477481,4,0.000333
multiplication,691,1,659878742,8,0.352333
elemwise_multiplication,691,1,477481,8,0.000333
addition,692,0,478864,8,0.001000
duplication,692,0,478864,8,0.000333
multiplication,692,0,662747776,8,0.376000
elemwise_multiplication,692,0,478864,4,0.000667
addition,692,1,478864,4,0.000667
duplication,692,1,478864,8,0.000667
multiplication,692,1,662747776,8,0.350333
elemwise_multiplication,692,1,478864,8,0.000667
addition,693,0,480249,4,0.001333
duplication,693,0,480249,4,0.001000
multiplication,693,0,665625114,16,0.416333
elemwise_multiplication,693,0,480249,16,0.000667
addition,693,1,480249,4,0.001000
duplication,693,1,480249,16,0.000667
multiplication,693,1,665625114,16,0.365000
elemwise_multiplication,693,1,480249,4,0.000333
addition,694,0,481636,8,0.000333
duplication,694,0,481636,8,0.000333
multiplication,694,0,668510768,8,0.283000
elemwise_multiplication,694,0,481636,16,0.000667
addition,694,1,481636,4,0.001000
duplication,694,1,481636,8,0.000667
multiplication,694,1,668510768,8,0.455000
elemwise_multiplication,694,1,481636,8,0.000667
addition,695,0,483025,16,0.001333
duplication,695,0,483025,8,0.001000
multiplication,695,0,671404750,8,0.503667
elemwise_multiplication,695,0,483025,16,0.000333
addition,695,1,483025,4,0.000333
duplication,695,1,483025,8,0.000333
multiplication,695,1,671404750,16,0.474000
elemwise_multiplication,695,1,483025,4,0.000667
addition,696,0,484416,4,0.001000
duplication,696,0,484416,16,0.000667
multiplication,696,0,674307072,8,0.284667
elemwise_multiplication,696,0,484416,4,0.000333
addition,696,1,484416,4,0.001000
duplication,696,1,484416,16,0.001000
multiplication,696,1,674307072,16,0.317667
elemwise_multiplication,696,1,484416,8,0.000667
addition,697,0,485809,8,0.001000
duplication,697,0,485809,8,0.000667
multiplication,697,0,677217746,8,0.300000
elemwise_multiplication,697,0,485809,16,0.000333
addition,697,1,485809,8,0.000333
duplication,697,1,485809,8,0.000333
multiplication,697,1,677217746,16,0.418000
elemwise_multiplication,697,1,485809,4,0.000333
addition,698,0,487204,8,0.000333
duplication,698,0,487204,8,0.000333
multiplication,698,0,680136784,4,0.390667
elemwise_multiplication,698,0,487204,8,0.000333
addition,698,1,487204,8,0.000333
duplication,698,1,487204,4,0.000333
multiplication,698,1,680136784,8,0.374000
elemwise_multiplication,698,1,487204,4,0.000333
addition,699,0,488601,4,0.000333
duplication,699,0,488601,16,0.000333
multiplication,699,0,683064198,8,0.294333
elemwise_multiplication,699,0,488601,4,0.000333
addition,699,1,488601,4,0.000667
duplication,699,1,488601,4,0.000667
multiplication,699,1,683064198,8,0.304333
elemwise_multiplication,699,1,488601,16,0.000667
addition,700,0,490000,4,0.001000
duplication,700,0,490000,4,0.001000
multiplication,700,0,686000000,16,0.304333
elemwise_multiplication,700,0,490000,8,0.000333
addition,700,1,490000,8,0.000667
duplication,700,1,490000,4,0.001000
multiplication,700,1,686000000,8,0.315333
elemwise_multiplication,700,1,490000,16,0.000667
addition,701,0,491401,8,0.001333
duplication,701,0,491401,4,0.001000
multiplication,701,0,688944202,8,0.350333
elemwise_multiplication,701,0,491401,16,0.000667
addition,701,1,491401,4,0.001000
duplication,701,1,491401,4,0.000667
multiplication,701,1,688944202,16,0.324333
elemwise_multiplication,701,1,491401,4,0.000333
addition,702,0,492804,16,0.000667
duplication,702,0,492804,4,0.001000
multiplication,702,0,691896816,8,0.302333
elemwise_multiplication,702,0,492804,4,0.000333
addition,702,1,492804,4,0.000667
duplication,702,1,492804,4,0.000333
multiplication,702,1,691896816,8,0.362000
elemwise_multiplication,702,1,492804,16,0.000667
addition,703,0,494209,4,0.001000
duplication,703,0,494209,4,0.001000
multiplication,703,0,694857854,8,0.304000
elemwise_multiplication,703,0,494209,4,0.000333
addition,703,1,494209,8,0.000667
duplication,703,1,494209,16,0.000333
multiplication,703,1,694857854,4,0.431000
elemwise_multiplication,703,1,494209,16,0.000333
addition,704,0,495616,2,0.000667
duplication,704,0,495616,8,0.000333
multiplication,704,0,697827328,4,0.466333
elemwise_multiplication,704,0,495616,4,0.000333
addition,704,1,495616,4,0.000333
duplication,704,1,495616,8,0.000333
multiplication,704,1,697827328,16,0.439000
elemwise_multiplication,704,1,495616,4,0.000333
addition,705,0,497025,4,0.000333
duplication,705,0,497025,4,0.000333
multiplication,705,0,700805250,16,0.326667
elemwise_multiplication,705,0,497025,4,0.000333
addition,705,1,497025,8,0.000333
duplication,705,1,497025,8,0.000333
multiplication,705,1,700805250,8,0.341000
elemwise_multiplication,705,1,497025,8,0.000333
addition,706,0,498436,16,0.000333
duplication,706,0,498436,8,0.000333
multiplication,706,0,703791632,16,0.332667
elemwise_multiplication,706,0,498436,4,0.000333
addition,706,1,498436,4,0.000333
duplication,706,1,498436,8,0.000333
multiplication,706,1,703791632,8,0.437667
elemwise_multiplication,706,1,498436,8,0.000333
addition,707,0,499849,8,0.000667
duplication,707,0,499849,4,0.000667
multiplication,707,0,706786486,16,0.334333
elemwise_multiplication,707,0,499849,4,0.000333
addition,707,1,499849,8,0.000333
duplication,707,1,499849,4,0.000333
multiplication,707,1,706786486,8,0.353667
elemwise_multiplication,707,1,499849,2,0.000667
addition,708,0,501264,16,0.000667
duplication,708,0,501264,4,0.000333
multiplication,708,0,709789824,4,0.376333
elemwise_multiplication,708,0,501264,8,0.000667
addition,708,1,501264,4,0.001000
duplication,708,1,501264,8,0.000667
multiplication,708,1,709789824,8,0.423000
elemwise_multiplication,708,1,501264,8,0.000333
addition,709,0,502681,4,0.000333
duplication,709,0,502681,4,0.000333
multiplication,709,0,712801658,16,0.425000
elemwise_multiplication,709,0,502681,4,0.000333
addition,709,1,502681,4,0.000333
duplication,709,1,502681,4,0.000333
multiplication,709,1,712801658,16,0.312000
elemwise_multiplication,709,1,502681,8,0.000333
addition,710,0,504100,2,0.001000
duplication,710,0,504100,4,0.000667
multiplication,710,0,715822000,8,0.307000
elemwise_multiplication,710,0,504100,4,0.000333
addition,710,1,504100,4,0.000333
duplication,710,1,504100,4,0.000333
multiplication,710,1,715822000,16,0.344000
elemwise_multiplication,710,1,504100,4,0.000667
addition,711,0,505521,4,0.001000
duplication,711,0,505521,4,0.001000
multiplication,711,0,718850862,8,0.316333
elemwise_multiplication,711,0,505521,8,0.000667
addition,711,1,505521,4,0.001000
duplication,711,1,505521,4,0.001000
multiplication,711,1,718850862,8,0.355667
elemwise_multiplication,711,1,505521,8,0.000667
addition,712,0,506944,4,0.001000
duplication,712,0,506944,4,0.000667
multiplication,712,0,721888256,8,0.311000
elemwise_multiplication,712,0,506944,4,0.000333
addition,712,1,506944,4,0.000667
duplication,712,1,506944,8,0.000333
multiplication,712,1,721888256,16,0.326000
elemwise_multiplication,712,1,506944,4,0.000333
addition,713,0,508369,16,0.000333
duplication,713,0,508369,8,0.000333
multiplication,713,0,724934194,4,0.353000
elemwise_multiplication,713,0,508369,8,0.000333
addition,713,1,508369,8,0.000667
duplication,713,1,508369,4,0.000667
multiplication,713,1,724934194,4,0.571667
elemwise_multiplication,713,1,508369,8,0.000667
addition,714,0,509796,4,0.001333
duplication,714,0,509796,8,0.001000
multiplication,714,0,727988688,4,0.594667
elemwise_multiplication,714,0,509796,16,0.001000
addition,714,1,509796,4,0.001667
duplication,714,1,509796,8,0.001000
multiplication,714,1,727988688,8,0.328000
elemwise_multiplication,714,1,509796,4,0.000333
addition,715,0,511225,4,0.000333
duplication,715,0,511225,8,0.000333
multiplication,715,0,731051750,4,0.461000
elemwise_multiplication,715,0,511225,4,0.004000
addition,715,1,511225,16,0.004667
duplication,715,1,511225,4,0.001000
multiplication,715,1,731051750,4,0.385000
elemwise_multiplication,715,1,511225,8,0.000667
addition,716,0,512656,8,0.001333
duplication,716,0,512656,4,0.001000
multiplication,716,0,734123392,16,0.325667
elemwise_multiplication,716,0,512656,4,0.000333
addition,716,1,512656,8,0.000333
duplication,716,1,512656,4,0.000333
multiplication,716,1,734123392,16,0.431667
elemwise_multiplication,716,1,512656,8,0.000667
addition,717,0,514089,4,0.001667
duplication,717,0,514089,16,0.001000
multiplication,717,0,737203626,8,0.312333
elemwise_multiplication,717,0,514089,4,0.000667
addition,717,1,514089,4,0.001000
duplication,717,1,514089,4,0.001000
multiplication,717,1,737203626,8,0.333333
elemwise_multiplication,717,1,514089,16,0.000333
addition,718,0,515524,4,0.000333
duplication,718,0,515524,8,0.000333
multiplication,718,0,740292464,8,0.319667
elemwise_multiplication,718,0,515524,4,0.001000
addition,718,1,515524,4,0.001000
duplication,718,1,515524,8,0.000667
multiplication,718,1,740292464,8,0.328667
elemwise_multiplication,718,1,515524,4,0.000667
addition,719,0,516961,4,0.001000
duplication,719,0,516961,4,0.001000
multiplication,719,0,743389918,16,0.363333
elemwise_multiplication,719,0,516961,8,0.000333
addition,719,1,516961,8,0.000667
duplication,719,1,516961,4,0.000333
multiplication,719,1,743389918,8,0.347333
elemwise_multiplication,719,1,516961,16,0.000667
addition,720,0,518400,4,0.001333
duplication,720,0,518400,8,0.000667
multiplication,720,0,746496000,8,0.389333
elemwise_multiplication,720,0,518400,8,0.000667
addition,720,1,518400,4,0.001000
duplication,720,1,518400,16,0.001000
multiplication,720,1,746496000,8,0.342333
elemwise_multiplication,720,1,518400,4,0.000333
addition,721,0,519841,4,0.000333
duplication,721,0,519841,2,0.000667
multiplication,721,0,749610722,8,0.323667
elemwise_multiplication,721,0,519841,4,0.000667
addition,721,1,519841,16,0.000667
duplication,721,1,519841,4,0.000667
multiplication,721,1,749610722,16,0.499333
elemwise_multiplication,721,1,519841,4,0.000333
addition,722,0,521284,16,0.000667
duplication,722,0,521284,4,0.000333
multiplication,722,0,752734096,8,0.339000
elemwise_multiplication,722,0,521284,8,0.001000
addition,722,1,521284,4,0.001000
duplication,722,1,521284,4,0.001000
multiplication,722,1,752734096,4,0.430667
elemwise_multiplication,722,1,521284,4,0.000333
addition,723,0,522729,8,0.000667
duplication,723,0,522729,8,0.000333
multiplication,723,0,755866134,8,0.333333
elemwise_multiplication,723,0,522729,4,0.000333
addition,723,1,522729,4,0.000333
duplication,723,1,522729,16,0.000333
multiplication,723,1,755866134,8,0.394000
elemwise_multiplication,723,1,522729,8,0.000667
addition,724,0,524176,8,0.001333
duplication,724,0,524176,4,0.001000
multiplication,724,0,759006848,16,0.366667
elemwise_multiplication,724,0,524176,8,0.000333
addition,724,1,524176,16,0.000667
duplication,724,1,524176,8,0.000667
multiplication,724,1,759006848,8,0.423667
elemwise_multiplication,724,1,524176,16,0.001000
addition,725,0,525625,8,0.001333
duplication,725,0,525625,16,0.000667
multiplication,725,0,762156250,4,0.399667
elemwise_multiplication,725,0,525625,4,0.000333
addition,725,1,525625,4,0.000333
duplication,725,1,525625,8,0.000667
multiplication,725,1,762156250,8,0.420333
elemwise_multiplication,725,1,525625,8,0.000667
addition,726,0,527076,8,0.001000
duplication,726,0,527076,4,0.001000
multiplication,726,0,765314352,8,0.288333
elemwise_multiplication,726,0,527076,8,0.000667
addition,726,1,527076,4,0.001000
duplication,726,1,527076,4,0.001000
multiplication,726,1,765314352,8,0.563000
elemwise_multiplication,726,1,527076,4,0.000333
addition,727,0,528529,16,0.000667
duplication,727,0,528529,4,0.000333
multiplication,727,0,768481166,8,0.370667
elemwise_multiplication,727,0,528529,16,0.000667
addition,727,1,528529,8,0.001333
duplication,727,1,528529,8,0.000667
multiplication,727,1,768481166,8,0.455000
elemwise_multiplication,727,1,528529,4,0.000333
addition,728,0,529984,4,0.000667
duplication,728,0,529984,8,0.000333
multiplication,728,0,771656704,16,0.451333
elemwise_multiplication,728,0,529984,4,0.000333
addition,728,1,529984,8,0.000667
duplication,728,1,529984,8,0.000333
multiplication,728,1,771656704,8,0.433000
elemwise_multiplication,728,1,529984,16,0.001000
addition,729,0,531441,8,0.001333
duplication,729,0,531441,4,0.001000
multiplication,729,0,774840978,8,0.339333
elemwise_multiplication,729,0,531441,8,0.000333
addition,729,1,531441,8,0.000667
duplication,729,1,531441,4,0.000333
multiplication,729,1,774840978,16,0.373000
elemwise_multiplication,729,1,531441,4,0.001000
addition,730,0,532900,8,0.001667
duplication,730,0,532900,8,0.001000
multiplication,730,0,778034000,16,0.430667
elemwise_multiplication,730,0,532900,4,0.000333
addition,730,1,532900,4,0.000333
duplication,730,1,532900,8,0.000333
multiplication,730,1,778034000,8,0.418667
elemwise_multiplication,730,1,532900,8,0.001000
addition,731,0,534361,16,0.001667
duplication,731,0,534361,8,0.001000
multiplication,731,0,781235782,8,0.512667
elemwise_multiplication,731,0,534361,8,0.000667
addition,731,1,534361,4,0.000667
duplication,731,1,534361,8,0.000333
multiplication,731,1,781235782,8,0.368667
elemwise_multiplication,731,1,534361,8,0.001000
addition,732,0,535824,8,0.001333
duplication,732,0,535824,4,0.001000
multiplication,732,0,784446336,8,0.455333
elemwise_multiplication,732,0,535824,8,0.000667
addition,732,1,535824,8,0.001000
duplication,732,1,535824,4,0.001000
multiplication,732,1,784446336,16,0.407667
elemwise_multiplication,732,1,535824,16,0.000333
addition,733,0,537289,4,0.000667
duplication,733,0,537289,2,0.000667
multiplication,733,0,787665674,8,0.411667
elemwise_multiplication,733,0,537289,8,0.000667
addition,733,1,537289,8,0.001000
duplication,733,1,537289,8,0.000667
multiplication,733,1,787665674,16,0.377333
elemwise_multiplication,733,1,537289,8,0.000333
addition,734,0,538756,4,0.000667
duplication,734,0,538756,8,0.000333
multiplication,734,0,790893808,16,0.443667
elemwise_multiplication,734,0,538756,4,0.000333
addition,734,1,538756,4,0.000333
duplication,734,1,538756,8,0.000333
multiplication,734,1,790893808,16,0.454667
elemwise_multiplication,734,1,538756,16,0.000667
addition,735,0,540225,16,0.000667
duplication,735,0,540225,8,0.000333
multiplication,735,0,794130750,16,0.473667
elemwise_multiplication,735,0,540225,8,0.000667
addition,735,1,540225,4,0.001333
duplication,735,1,540225,4,0.001000
multiplication,735,1,794130750,16,0.428000
elemwise_multiplication,735,1,540225,4,0.000667
addition,736,0,541696,4,0.001333
duplication,736,0,541696,4,0.001000
multiplication,736,0,797376512,8,0.353000
elemwise_multiplication,736,0,541696,4,0.000333
addition,736,1,541696,4,0.000333
duplication,736,1,541696,8,0.000333
multiplication,736,1,797376512,16,0.528667
elemwise_multiplication,736,1,541696,16,0.001000
addition,737,0,543169,4,0.002000
duplication,737,0,543169,4,0.001000
multiplication,737,0,800631106,8,0.398667
elemwise_multiplication,737,0,543169,16,0.000333
addition,737,1,543169,4,0.000667
duplication,737,1,543169,8,0.000333
multiplication,737,1,800631106,4,0.387000
elemwise_multiplication,737,1,543169,4,0.000333
addition,738,0,544644,8,0.000667
duplication,738,0,544644,4,0.000333
multiplication,738,0,803894544,8,0.341667
elemwise_multiplication,738,0,544644,4,0.000667
addition,738,1,544644,8,0.001000
duplication,738,1,544644,4,0.001000
multiplication,738,1,803894544,16,0.489667
elemwise_multiplication,738,1,544644,8,0.000333
addition,739,0,546121,4,0.000667
duplication,739,0,546121,8,0.000333
multiplication,739,0,807166838,8,0.503000
elemwise_multiplication,739,0,546121,8,0.000667
addition,739,1,546121,8,0.001333
duplication,739,1,546121,4,0.001000
multiplication,739,1,807166838,8,0.378000
elemwise_multiplication,739,1,546121,4,0.001000
addition,740,0,547600,8,0.001333
duplication,740,0,547600,4,0.001000
multiplication,740,0,810448000,16,0.361000
elemwise_multiplication,740,0,547600,8,0.000333
addition,740,1,547600,4,0.000333
duplication,740,1,547600,8,0.000333
multiplication,740,1,810448000,8,0.373667
elemwise_multiplication,740,1,547600,8,0.000333
addition,741,0,549081,8,0.000667
duplication,741,0,549081,4,0.000667
multiplication,741,0,813738042,8,0.350667
elemwise_multiplication,741,0,549081,8,0.000667
addition,741,1,549081,4,0.001000
duplication,741,1,549081,4,0.000667
multiplication,741,1,813738042,16,0.382667
elemwise_multiplication,741,1,549081,4,0.001000
addition,742,0,550564,4,0.001333
duplication,742,0,550564,4,0.001000
multiplication,742,0,817036976,8,0.355000
elemwise_multiplication,742,0,550564,4,0.000667
addition,742,1,550564,8,0.001333
duplication,742,1,550564,8,0.001000
multiplication,742,1,817036976,8,0.352333
elemwise_multiplication,742,1,550564,8,0.000667
addition,743,0,552049,4,0.001333
duplication,743,0,552049,4,0.001000
multiplication,743,0,820344814,8,0.351000
elemwise_multiplication,743,0,552049,8,0.000667
addition,743,1,552049,8,0.001000
duplication,743,1,552049,4,0.001000
multiplication,743,1,820344814,16,0.391000
elemwise_multiplication,743,1,552049,16,0.000333
addition,744,0,553536,16,0.000667
duplication,744,0,553536,8,0.000667
multiplication,744,0,823661568,16,0.359000
elemwise_multiplication,744,0,553536,8,0.000333
addition,744,1,553536,8,0.000667
duplication,744,1,553536,4,0.000667
multiplication,744,1,823661568,8,0.389667
elemwise_multiplication,744,1,553536,4,0.000667
addition,745,0,555025,8,0.001333
duplication,745,0,555025,4,0.001000
multiplication,745,0,826987250,8,0.377333
elemwise_multiplication,745,0,555025,8,0.000667
addition,745,1,555025,8,0.001333
duplication,745,1,555025,8,0.001000
multiplication,745,1,826987250,4,0.514333
elemwise_multiplication,745,1,555025,4,0.000333
addition,746,0,556516,8,0.000667
duplication,746,0,556516,4,0.000667
multiplication,746,0,830321872,4,0.435000
elemwise_multiplication,746,0,556516,4,0.000333
addition,746,1,556516,8,0.000667
duplication,746,1,556516,4,0.000333
multiplication,746,1,830321872,8,0.398333
elemwise_multiplication,746,1,556516,8,0.000333
addition,747,0,558009,4,0.000333
duplication,747,0,558009,8,0.000333
multiplication,747,0,833665446,8,0.363000
elemwise_multiplication,747,0,558009,4,0.000333
addition,747,1,558009,16,0.000667
duplication,747,1,558009,4,0.000333
multiplication,747,1,833665446,16,0.395000
elemwise_multiplication,747,1,558009,8,0.000667
addition,748,0,559504,4,0.001333
duplication,748,0,559504,4,0.001000
multiplication,748,0,837017984,16,0.471667
elemwise_multiplication,748,0,559504,16,0.000333
addition,748,1,559504,16,0.000667
duplication,748,1,559504,8,0.000333
multiplication,748,1,837017984,16,0.403667
elemwise_multiplication,748,1,559504,4,0.000333
addition,749,0,561001,4,0.000333
duplication,749,0,561001,16,0.000333
multiplication,749,0,840379498,8,0.395667
