optimalThreads,typeOp,matrixSize,numOp,numVar,varType,exeTime,isIterative,memoryPattern,complexity,matrixType
7,Eigenvalue,520,27040000,2,mixed,0.002,1,1,2.0,0
6,Multiplication,530,148877000,3,int,0.145,0,0,3.0,0
7,Addition,530,280900,3,int,0.0,0,0,2.0,0
4,Transposition,530,280900,2,int,0.0,0,1,2.0,0
6,Determinant,530,148877000,1,int,0.049,0,0,3.0,0
4,Scaling,530,280900,2,int,0.001,0,1,2.0,0
8,Exponential,530,280900,2,mixed,0.001,0,1,2.0,0
6,Logarithm,530,280900,2,mixed,0.002,0,1,2.0,0
8,Squareroot,530,280900,2,mixed,0.001,0,1,2.0,0
6,Ludecomposition,530,49625666,3,int,0.061,0,0,3.0,0
6,Eigenvalue,530,28090000,2,mixed,0.002,1,1,2.0,0
8,Multiplication,540,157464000,3,int,0.139,0,0,3.0,0
2,Addition,540,291600,3,int,0.001,0,0,2.0,0
3,Transposition,540,291600,2,int,0.001,0,1,2.0,0
5,Determinant,540,157464000,1,int,0.055,0,0,3.0,0
2,Scaling,540,291600,2,int,0.001,0,1,2.0,0
6,Exponential,540,291600,2,mixed,0.001,0,1,2.0,0
8,Logarithm,540,291600,2,mixed,0.001,0,1,2.0,0
8,Squareroot,540,291600,2,mixed,0.0,0,1,2.0,0
5,Ludecomposition,540,52488000,3,int,0.069,0,0,3.0,0
5,Eigenvalue,540,29160000,2,mixed,0.001,1,1,2.0,0
8,Multiplication,550,166375000,3,int,0.151,0,0,3.0,0
4,Addition,550,302500,3,int,0.001,0,0,2.0,0
2,Transposition,550,302500,2,int,0.0,0,1,2.0,0
6,Determinant,550,166375000,1,int,0.053,0,0,3.0,0
3,Scaling,550,302500,2,int,0.0,0,1,2.0,0
3,Exponential,550,302500,2,mixed,0.002,0,1,2.0,0
8,Logarithm,550,302500,2,mixed,0.002,0,1,2.0,0
3,Squareroot,550,302500,2,mixed,0.002,0,1,2.0,0
6,Ludecomposition,550,55458333,3,int,0.069,0,0,3.0,0
4,Eigenvalue,550,30250000,2,mixed,0.002,1,1,2.0,0
8,Multiplication,560,175616000,3,int,0.152,0,0,3.0,0
7,Addition,560,313600,3,int,0.001,0,0,2.0,0
4,Transposition,560,313600,2,int,0.001,0,1,2.0,0
6,Determinant,560,175616000,1,int,0.058,0,0,3.0,0
4,Scaling,560,313600,2,int,0.001,0,1,2.0,0
4,Exponential,560,313600,2,mixed,0.002,0,1,2.0,0
6,Logarithm,560,313600,2,mixed,0.002,0,1,2.0,0
6,Squareroot,560,313600,2,mixed,0.001,0,1,2.0,0
6,Ludecomposition,560,58538666,3,int,0.082,0,0,3.0,0
5,Eigenvalue,560,31360000,2,mixed,0.002,1,1,2.0,0
8,Multiplication,570,185193000,3,int,0.165,0,0,3.0,0
4,Addition,570,324900,3,int,0.0,0,0,2.0,0
2,Transposition,570,324900,2,int,0.002,0,1,2.0,0
5,Determinant,570,185193000,1,int,0.062,0,0,3.0,0
5,Scaling,570,324900,2,int,0.0,0,1,2.0,0
8,Exponential,570,324900,2,mixed,0.001,0,1,2.0,0
8,Logarithm,570,324900,2,mixed,0.002,0,1,2.0,0
8,Squareroot,570,324900,2,mixed,0.002,0,1,2.0,0
6,Ludecomposition,570,61731000,3,int,0.073,0,0,3.0,0
8,Eigenvalue,570,32490000,2,mixed,0.001,1,1,2.0,0
8,Multiplication,580,195112000,3,int,0.186,0,0,3.0,0
7,Addition,580,336400,3,int,0.001,0,0,2.0,0
8,Transposition,580,336400,2,int,0.001,0,1,2.0,0
6,Determinant,580,195112000,1,int,0.063,0,0,3.0,0
5,Scaling,580,336400,2,int,0.0,0,1,2.0,0
7,Exponential,580,336400,2,mixed,0.002,0,1,2.0,0
7,Logarithm,580,336400,2,mixed,0.002,0,1,2.0,0
5,Squareroot,580,336400,2,mixed,0.001,0,1,2.0,0
6,Ludecomposition,580,65037333,3,int,0.077,0,0,3.0,0
8,Eigenvalue,580,33640000,2,mixed,0.002,1,1,2.0,0
8,Multiplication,590,205379000,3,int,0.189,0,0,3.0,0
8,Addition,590,348100,3,int,0.0,0,0,2.0,0
2,Transposition,590,348100,2,int,0.001,0,1,2.0,0
6,Determinant,590,205379000,1,int,0.066,0,0,3.0,0
6,Scaling,590,348100,2,int,0.001,0,1,2.0,0
7,Exponential,590,348100,2,mixed,0.002,0,1,2.0,0
8,Logarithm,590,348100,2,mixed,0.002,0,1,2.0,0
7,Squareroot,590,348100,2,mixed,0.001,0,1,2.0,0
6,Ludecomposition,590,68459666,3,int,0.087,0,0,3.0,0
6,Eigenvalue,590,34810000,2,mixed,0.001,1,1,2.0,0
6,Multiplication,600,216000000,3,int,0.203,0,0,3.0,0
3,Addition,600,360000,3,int,0.001,0,0,2.0,0
5,Transposition,600,360000,2,int,0.001,0,1,2.0,0
6,Determinant,600,216000000,1,int,0.065,0,0,3.0,0
4,Scaling,600,360000,2,int,0.001,0,1,2.0,0
6,Exponential,600,360000,2,mixed,0.002,0,1,2.0,0
7,Logarithm,600,360000,2,mixed,0.002,0,1,2.0,0
8,Squareroot,600,360000,2,mixed,0.002,0,1,2.0,0
6,Ludecomposition,600,72000000,3,int,0.087,0,0,3.0,0
6,Eigenvalue,600,36000000,2,mixed,0.001,1,1,2.0,0
8,Multiplication,610,226981000,3,int,0.208,0,0,3.0,0
8,Addition,610,372100,3,int,0.001,0,0,2.0,0
1,Transposition,610,372100,2,int,0.002,0,1,2.0,0
6,Determinant,610,226981000,1,int,0.066,0,0,3.0,0
5,Scaling,610,372100,2,int,0.001,0,1,2.0,0
5,Exponential,610,372100,2,mixed,0.002,0,1,2.0,0
8,Logarithm,610,372100,2,mixed,0.002,0,1,2.0,0
8,Squareroot,610,372100,2,mixed,0.001,0,1,2.0,0
6,Ludecomposition,610,75660333,3,int,0.098,0,0,3.0,0
8,Eigenvalue,610,37210000,2,mixed,0.002,1,1,2.0,0
8,Multiplication,620,238328000,3,int,0.216,0,0,3.0,0
2,Addition,620,384400,3,int,0.001,0,0,2.0,0
8,Transposition,620,384400,2,int,0.001,0,1,2.0,0
6,Determinant,620,238328000,1,int,0.072,0,0,3.0,0
2,Scaling,620,384400,2,int,0.001,0,1,2.0,0
4,Exponential,620,384400,2,mixed,0.003,0,1,2.0,0
5,Logarithm,620,384400,2,mixed,0.003,0,1,2.0,0
6,Squareroot,620,384400,2,mixed,0.001,0,1,2.0,0
6,Ludecomposition,620,79442666,3,int,0.099,0,0,3.0,0
5,Eigenvalue,620,38440000,2,mixed,0.002,1,1,2.0,0
8,Multiplication,630,250047000,3,int,0.223,0,0,3.0,0
2,Addition,630,396900,3,int,0.001,0,0,2.0,0
7,Transposition,630,396900,2,int,0.0,0,1,2.0,0
6,Determinant,630,250047000,1,int,0.071,0,0,3.0,0
4,Scaling,630,396900,2,int,0.0,0,1,2.0,0
8,Exponential,630,396900,2,mixed,0.002,0,1,2.0,0
6,Logarithm,630,396900,2,mixed,0.002,0,1,2.0,0
5,Squareroot,630,396900,2,mixed,0.001,0,1,2.0,0
6,Ludecomposition,630,83349000,3,int,0.089,0,0,3.0,0
4,Eigenvalue,630,39690000,2,mixed,0.002,1,1,2.0,0
6,Multiplication,640,262144000,3,int,0.261,0,0,3.0,0
6,Addition,640,409600,3,int,0.001,0,0,2.0,0
2,Transposition,640,409600,2,int,0.002,0,1,2.0,0
6,Determinant,640,262144000,1,int,0.073,0,0,3.0,0
5,Scaling,640,409600,2,int,0.001,0,1,2.0,0
7,Exponential,640,409600,2,mixed,0.002,0,1,2.0,0
8,Logarithm,640,409600,2,mixed,0.002,0,1,2.0,0
5,Squareroot,640,409600,2,mixed,0.002,0,1,2.0,0
6,Ludecomposition,640,87381333,3,int,0.107,0,0,3.0,0
7,Eigenvalue,640,40960000,2,mixed,0.003,1,1,2.0,0
8,Multiplication,650,274625000,3,int,0.254,0,0,3.0,0
2,Addition,650,422500,3,int,0.001,0,0,2.0,0
2,Transposition,650,422500,2,int,0.002,0,1,2.0,0
6,Determinant,650,274625000,1,int,0.078,0,0,3.0,0
6,Scaling,650,422500,2,int,0.0,0,1,2.0,0
5,Exponential,650,422500,2,mixed,0.002,0,1,2.0,0
8,Logarithm,650,422500,2,mixed,0.003,0,1,2.0,0
7,Squareroot,650,422500,2,mixed,0.002,0,1,2.0,0
6,Ludecomposition,650,91541666,3,int,0.096,0,0,3.0,0
5,Eigenvalue,650,42250000,2,mixed,0.002,1,1,2.0,0
8,Multiplication,660,287496000,3,int,0.254,0,0,3.0,0
2,Addition,660,435600,3,int,0.001,0,0,2.0,0
2,Transposition,660,435600,2,int,0.001,0,1,2.0,0
6,Determinant,660,287496000,1,int,0.08,0,0,3.0,0
3,Scaling,660,435600,2,int,0.001,0,1,2.0,0
5,Exponential,660,435600,2,mixed,0.003,0,1,2.0,0
8,Logarithm,660,435600,2,mixed,0.003,0,1,2.0,0
6,Squareroot,660,435600,2,mixed,0.002,0,1,2.0,0
6,Ludecomposition,660,95832000,3,int,0.101,0,0,3.0,0
5,Eigenvalue,660,43560000,2,mixed,0.002,1,1,2.0,0
7,Multiplication,670,300763000,3,int,0.302,0,0,3.0,0
3,Addition,670,448900,3,int,0.001,0,0,2.0,0
4,Transposition,670,448900,2,int,0.002,0,1,2.0,0
6,Determinant,670,300763000,1,int,0.082,0,0,3.0,0
3,Scaling,670,448900,2,int,0.001,0,1,2.0,0
7,Exponential,670,448900,2,mixed,0.002,0,1,2.0,0
7,Logarithm,670,448900,2,mixed,0.003,0,1,2.0,0
6,Squareroot,670,448900,2,mixed,0.002,0,1,2.0,0
6,Ludecomposition,670,100254333,3,int,0.107,0,0,3.0,0
5,Eigenvalue,670,44890000,2,mixed,0.002,1,1,2.0,0
8,Multiplication,680,314432000,3,int,0.279,0,0,3.0,0
3,Addition,680,462400,3,int,0.001,0,0,2.0,0
2,Transposition,680,462400,2,int,0.001,0,1,2.0,0
6,Determinant,680,314432000,1,int,0.085,0,0,3.0,0
3,Scaling,680,462400,2,int,0.001,0,1,2.0,0
6,Exponential,680,462400,2,mixed,0.002,0,1,2.0,0
5,Logarithm,680,462400,2,mixed,0.003,0,1,2.0,0
7,Squareroot,680,462400,2,mixed,0.001,0,1,2.0,0
6,Ludecomposition,680,104810666,3,int,0.11,0,0,3.0,0
8,Eigenvalue,680,46240000,2,mixed,0.002,1,1,2.0,0
8,Multiplication,690,328509000,3,int,0.297,0,0,3.0,0
2,Addition,690,476100,3,int,0.002,0,0,2.0,0
3,Transposition,690,476100,2,int,0.001,0,1,2.0,0
6,Determinant,690,328509000,1,int,0.089,0,0,3.0,0
4,Scaling,690,476100,2,int,0.001,0,1,2.0,0
5,Exponential,690,476100,2,mixed,0.003,0,1,2.0,0
8,Logarithm,690,476100,2,mixed,0.003,0,1,2.0,0
2,Squareroot,690,476100,2,mixed,0.003,0,1,2.0,0
6,Ludecomposition,690,109503000,3,int,0.113,0,0,3.0,0
6,Eigenvalue,690,47610000,2,mixed,0.002,1,1,2.0,0
6,Multiplication,700,343000000,3,int,0.326,0,0,3.0,0
6,Addition,700,490000,3,int,0.0,0,0,2.0,0
7,Transposition,700,490000,2,int,0.0,0,1,2.0,0
6,Determinant,700,343000000,1,int,0.091,0,0,3.0,0
8,Scaling,700,490000,2,int,0.0,0,1,2.0,0
8,Exponential,700,490000,2,mixed,0.002,0,1,2.0,0
8,Logarithm,700,490000,2,mixed,0.003,0,1,2.0,0
6,Squareroot,700,490000,2,mixed,0.002,0,1,2.0,0
6,Ludecomposition,700,114333333,3,int,0.116,0,0,3.0,0
6,Eigenvalue,700,49000000,2,mixed,0.002,1,1,2.0,0
7,Multiplication,710,357911000,3,int,0.378,0,0,3.0,0
2,Addition,710,504100,3,int,0.001,0,0,2.0,0
2,Transposition,710,504100,2,int,0.002,0,1,2.0,0
6,Determinant,710,357911000,1,int,0.094,0,0,3.0,0
6,Scaling,710,504100,2,int,0.001,0,1,2.0,0
8,Exponential,710,504100,2,mixed,0.002,0,1,2.0,0
8,Logarithm,710,504100,2,mixed,0.004,0,1,2.0,0
8,Squareroot,710,504100,2,mixed,0.002,0,1,2.0,0
6,Ludecomposition,710,119303666,3,int,0.122,0,0,3.0,0
5,Eigenvalue,710,50410000,2,mixed,0.003,1,1,2.0,0
8,Multiplication,720,373248000,3,int,0.321,0,0,3.0,0
2,Addition,720,518400,3,int,0.002,0,0,2.0,0
3,Transposition,720,518400,2,int,0.001,0,1,2.0,0
6,Determinant,720,373248000,1,int,0.098,0,0,3.0,0
2,Scaling,720,518400,2,int,0.001,0,1,2.0,0
8,Exponential,720,518400,2,mixed,0.003,0,1,2.0,0
8,Logarithm,720,518400,2,mixed,0.003,0,1,2.0,0
5,Squareroot,720,518400,2,mixed,0.002,0,1,2.0,0
6,Ludecomposition,720,124416000,3,int,0.125,0,0,3.0,0
6,Eigenvalue,720,51840000,2,mixed,0.002,1,1,2.0,0
8,Multiplication,730,389017000,3,int,0.353,0,0,3.0,0
5,Addition,730,532900,3,int,0.001,0,0,2.0,0
4,Transposition,730,532900,2,int,0.002,0,1,2.0,0
6,Determinant,730,389017000,1,int,0.104,0,0,3.0,0
6,Scaling,730,532900,2,int,0.001,0,1,2.0,0
8,Exponential,730,532900,2,mixed,0.002,0,1,2.0,0
8,Logarithm,730,532900,2,mixed,0.004,0,1,2.0,0
6,Squareroot,730,532900,2,mixed,0.001,0,1,2.0,0
6,Ludecomposition,730,129672333,3,int,0.132,0,0,3.0,0
5,Eigenvalue,730,53290000,2,mixed,0.002,1,1,2.0,0
6,Multiplication,740,405224000,3,int,0.367,0,0,3.0,0
5,Addition,740,547600,3,int,0.002,0,0,2.0,0
4,Transposition,740,547600,2,int,0.001,0,1,2.0,0
6,Determinant,740,405224000,1,int,0.104,0,0,3.0,0
7,Scaling,740,547600,2,int,0.001,0,1,2.0,0
7,Exponential,740,547600,2,mixed,0.002,0,1,2.0,0
8,Logarithm,740,547600,2,mixed,0.005,0,1,2.0,0
6,Squareroot,740,547600,2,mixed,0.001,0,1,2.0,0
6,Ludecomposition,740,135074666,3,int,0.137,0,0,3.0,0
5,Eigenvalue,740,54760000,2,mixed,0.003,1,1,2.0,0
8,Multiplication,750,421875000,3,int,0.434,0,0,3.0,0
6,Addition,750,562500,3,int,0.001,0,0,2.0,0
2,Transposition,750,562500,2,int,0.004,0,1,2.0,0
6,Determinant,750,421875000,1,int,0.108,0,0,3.0,0
2,Scaling,750,562500,2,int,0.002,0,1,2.0,0
8,Exponential,750,562500,2,mixed,0.003,0,1,2.0,0
8,Logarithm,750,562500,2,mixed,0.003,0,1,2.0,0
5,Squareroot,750,562500,2,mixed,0.002,0,1,2.0,0
6,Ludecomposition,750,140625000,3,int,0.137,0,0,3.0,0
6,Eigenvalue,750,56250000,2,mixed,0.002,1,1,2.0,0
7,Multiplication,760,438976000,3,int,0.47,0,0,3.0,0
4,Addition,760,577600,3,int,0.002,0,0,2.0,0
8,Transposition,760,577600,2,int,0.001,0,1,2.0,0
6,Determinant,760,438976000,1,int,0.111,0,0,3.0,0
8,Scaling,760,577600,2,int,0.0,0,1,2.0,0
5,Exponential,760,577600,2,mixed,0.004,0,1,2.0,0
7,Logarithm,760,577600,2,mixed,0.004,0,1,2.0,0
4,Squareroot,760,577600,2,mixed,0.002,0,1,2.0,0
6,Ludecomposition,760,146325333,3,int,0.143,0,0,3.0,0
7,Eigenvalue,760,57760000,2,mixed,0.003,1,1,2.0,0
8,Multiplication,770,456533000,3,int,0.415,0,0,3.0,0
7,Addition,770,592900,3,int,0.001,0,0,2.0,0
6,Transposition,770,592900,2,int,0.001,0,1,2.0,0
6,Determinant,770,456533000,1,int,0.121,0,0,3.0,0
2,Scaling,770,592900,2,int,0.001,0,1,2.0,0
6,Exponential,770,592900,2,mixed,0.003,0,1,2.0,0
7,Logarithm,770,592900,2,mixed,0.004,0,1,2.0,0
7,Squareroot,770,592900,2,mixed,0.002,0,1,2.0,0
6,Ludecomposition,770,152177666,3,int,0.147,0,0,3.0,0
4,Eigenvalue,770,59290000,2,mixed,0.003,1,1,2.0,0
7,Multiplication,780,474552000,3,int,0.471,0,0,3.0,0
4,Addition,780,608400,3,int,0.002,0,0,2.0,0
3,Transposition,780,608400,2,int,0.001,0,1,2.0,0
6,Determinant,780,474552000,1,int,0.127,0,0,3.0,0
3,Scaling,780,608400,2,int,0.001,0,1,2.0,0
8,Exponential,780,608400,2,mixed,0.002,0,1,2.0,0
7,Logarithm,780,608400,2,mixed,0.004,0,1,2.0,0
3,Squareroot,780,608400,2,mixed,0.003,0,1,2.0,0
6,Ludecomposition,780,158184000,3,int,0.154,0,0,3.0,0
5,Eigenvalue,780,60840000,2,mixed,0.002,1,1,2.0,0
6,Multiplication,790,493039000,3,int,0.483,0,0,3.0,0
2,Addition,790,624100,3,int,0.001,0,0,2.0,0
5,Transposition,790,624100,2,int,0.003,0,1,2.0,0
6,Determinant,790,493039000,1,int,0.124,0,0,3.0,0
4,Scaling,790,624100,2,int,0.001,0,1,2.0,0
8,Exponential,790,624100,2,mixed,0.003,0,1,2.0,0
7,Logarithm,790,624100,2,mixed,0.004,0,1,2.0,0
7,Squareroot,790,624100,2,mixed,0.002,0,1,2.0,0
6,Ludecomposition,790,164346333,3,int,0.157,0,0,3.0,0
5,Eigenvalue,790,62410000,2,mixed,0.003,1,1,2.0,0
6,Multiplication,800,512000000,3,int,0.461,0,0,3.0,0
7,Addition,800,640000,3,int,0.001,0,0,2.0,0
7,Transposition,800,640000,2,int,0.001,0,1,2.0,0
6,Determinant,800,512000000,1,int,0.125,0,0,3.0,0
4,Scaling,800,640000,2,int,0.001,0,1,2.0,0
7,Exponential,800,640000,2,mixed,0.004,0,1,2.0,0
7,Logarithm,800,640000,2,mixed,0.004,0,1,2.0,0
5,Squareroot,800,640000,2,mixed,0.002,0,1,2.0,0
6,Ludecomposition,800,170666666,3,int,0.167,0,0,3.0,0
4,Eigenvalue,800,64000000,2,mixed,0.004,1,1,2.0,0
8,Multiplication,810,531441000,3,int,0.504,0,0,3.0,0
6,Addition,810,656100,3,int,0.002,0,0,2.0,0
3,Transposition,810,656100,2,int,0.001,0,1,2.0,0
6,Determinant,810,531441000,1,int,0.143,0,0,3.0,0
3,Scaling,810,656100,2,int,0.002,0,1,2.0,0
5,Exponential,810,656100,2,mixed,0.003,0,1,2.0,0
8,Logarithm,810,656100,2,mixed,0.003,0,1,2.0,0
5,Squareroot,810,656100,2,mixed,0.002,0,1,2.0,0
6,Ludecomposition,810,177147000,3,int,0.17,0,0,3.0,0
5,Eigenvalue,810,65610000,2,mixed,0.003,1,1,2.0,0
6,Multiplication,820,551368000,3,int,0.503,0,0,3.0,0
7,Addition,820,672400,3,int,0.001,0,0,2.0,0
6,Transposition,820,672400,2,int,0.003,0,1,2.0,0
6,Determinant,820,551368000,1,int,0.133,0,0,3.0,0
3,Scaling,820,672400,2,int,0.002,0,1,2.0,0
6,Exponential,820,672400,2,mixed,0.003,0,1,2.0,0
8,Logarithm,820,672400,2,mixed,0.004,0,1,2.0,0
4,Squareroot,820,672400,2,mixed,0.003,0,1,2.0,0
6,Ludecomposition,820,183789333,3,int,0.188,0,0,3.0,0
5,Eigenvalue,820,67240000,2,mixed,0.002,1,1,2.0,0
8,Multiplication,830,571787000,3,int,0.514,0,0,3.0,0
5,Addition,830,688900,3,int,0.002,0,0,2.0,0
4,Transposition,830,688900,2,int,0.001,0,1,2.0,0
6,Determinant,830,571787000,1,int,0.162,0,0,3.0,0
2,Scaling,830,688900,2,int,0.001,0,1,2.0,0
8,Exponential,830,688900,2,mixed,0.003,0,1,2.0,0
7,Logarithm,830,688900,2,mixed,0.005,0,1,2.0,0
5,Squareroot,830,688900,2,mixed,0.002,0,1,2.0,0
6,Ludecomposition,830,190595666,3,int,0.192,0,0,3.0,0
5,Eigenvalue,830,68890000,2,mixed,0.003,1,1,2.0,0
6,Multiplication,840,592704000,3,int,0.584,0,0,3.0,0
7,Addition,840,705600,3,int,0.001,0,0,2.0,0
4,Transposition,840,705600,2,int,0.002,0,1,2.0,0
6,Determinant,840,592704000,1,int,0.144,0,0,3.0,0
5,Scaling,840,705600,2,int,0.002,0,1,2.0,0
5,Exponential,840,705600,2,mixed,0.004,0,1,2.0,0
8,Logarithm,840,705600,2,mixed,0.005,0,1,2.0,0
4,Squareroot,840,705600,2,mixed,0.002,0,1,2.0,0
6,Ludecomposition,840,197568000,3,int,0.184,0,0,3.0,0
6,Eigenvalue,840,70560000,2,mixed,0.003,1,1,2.0,0
8,Multiplication,850,614125000,3,int,0.581,0,0,3.0,0
6,Addition,850,722500,3,int,0.001,0,0,2.0,0
5,Transposition,850,722500,2,int,0.001,0,1,2.0,0
6,Determinant,850,614125000,1,int,0.155,0,0,3.0,0
4,Scaling,850,722500,2,int,0.001,0,1,2.0,0
7,Exponential,850,722500,2,mixed,0.003,0,1,2.0,0
8,Logarithm,850,722500,2,mixed,0.004,0,1,2.0,0
8,Squareroot,850,722500,2,mixed,0.001,0,1,2.0,0
6,Ludecomposition,850,204708333,3,int,0.191,0,0,3.0,0
7,Eigenvalue,850,72250000,2,mixed,0.004,1,1,2.0,0
6,Multiplication,860,636056000,3,int,0.574,0,0,3.0,0
7,Addition,860,739600,3,int,0.001,0,0,2.0,0
4,Transposition,860,739600,2,int,0.005,0,1,2.0,0
6,Determinant,860,636056000,1,int,0.156,0,0,3.0,0
3,Scaling,860,739600,2,int,0.002,0,1,2.0,0
8,Exponential,860,739600,2,mixed,0.003,0,1,2.0,0
7,Logarithm,860,739600,2,mixed,0.005,0,1,2.0,0
6,Squareroot,860,739600,2,mixed,0.002,0,1,2.0,0
6,Ludecomposition,860,212018666,3,int,0.196,0,0,3.0,0
6,Eigenvalue,860,73960000,2,mixed,0.003,1,1,2.0,0
8,Multiplication,870,658503000,3,int,0.593,0,0,3.0,0
3,Addition,870,756900,3,int,0.001,0,0,2.0,0
3,Transposition,870,756900,2,int,0.002,0,1,2.0,0
6,Determinant,870,658503000,1,int,0.158,0,0,3.0,0
3,Scaling,870,756900,2,int,0.002,0,1,2.0,0
8,Exponential,870,756900,2,mixed,0.004,0,1,2.0,0
8,Logarithm,870,756900,2,mixed,0.004,0,1,2.0,0
4,Squareroot,870,756900,2,mixed,0.003,0,1,2.0,0
6,Ludecomposition,870,219501000,3,int,0.204,0,0,3.0,0
6,Eigenvalue,870,75690000,2,mixed,0.004,1,1,2.0,0
6,Multiplication,880,681472000,3,int,0.639,0,0,3.0,0
5,Addition,880,774400,3,int,0.002,0,0,2.0,0
8,Transposition,880,774400,2,int,0.0,0,1,2.0,0
5,Determinant,880,681472000,1,int,0.18,0,0,3.0,0
3,Scaling,880,774400,2,int,0.001,0,1,2.0,0
8,Exponential,880,774400,2,mixed,0.004,0,1,2.0,0
8,Logarithm,880,774400,2,mixed,0.005,0,1,2.0,0
7,Squareroot,880,774400,2,mixed,0.002,0,1,2.0,0
6,Ludecomposition,880,227157333,3,int,0.211,0,0,3.0,0
5,Eigenvalue,880,77440000,2,mixed,0.004,1,1,2.0,0
6,Multiplication,890,704969000,3,int,0.667,0,0,3.0,0
3,Addition,890,792100,3,int,0.002,0,0,2.0,0
2,Transposition,890,792100,2,int,0.003,0,1,2.0,0
6,Determinant,890,704969000,1,int,0.173,0,0,3.0,0
2,Scaling,890,792100,2,int,0.001,0,1,2.0,0
8,Exponential,890,792100,2,mixed,0.004,0,1,2.0,0
8,Logarithm,890,792100,2,mixed,0.004,0,1,2.0,0
3,Squareroot,890,792100,2,mixed,0.004,0,1,2.0,0
6,Ludecomposition,890,234989666,3,int,0.219,0,0,3.0,0
4,Eigenvalue,890,79210000,2,mixed,0.004,1,1,2.0,0
6,Multiplication,900,729000000,3,int,0.631,0,0,3.0,0
3,Addition,900,810000,3,int,0.002,0,0,2.0,0
3,Transposition,900,810000,2,int,0.003,0,1,2.0,0
5,Determinant,900,729000000,1,int,0.19,0,0,3.0,0
8,Scaling,900,810000,2,int,0.001,0,1,2.0,0
7,Exponential,900,810000,2,mixed,0.004,0,1,2.0,0
8,Logarithm,900,810000,2,mixed,0.004,0,1,2.0,0
6,Squareroot,900,810000,2,mixed,0.002,0,1,2.0,0
6,Ludecomposition,900,243000000,3,int,0.225,0,0,3.0,0
7,Eigenvalue,900,81000000,2,mixed,0.005,1,1,2.0,0
6,Multiplication,910,753571000,3,int,0.697,0,0,3.0,0
5,Addition,910,828100,3,int,0.002,0,0,2.0,0
7,Transposition,910,828100,2,int,0.001,0,1,2.0,0
6,Determinant,910,753571000,1,int,0.202,0,0,3.0,0
6,Scaling,910,828100,2,int,0.001,0,1,2.0,0
7,Exponential,910,828100,2,mixed,0.005,0,1,2.0,0
8,Logarithm,910,828100,2,mixed,0.005,0,1,2.0,0
7,Squareroot,910,828100,2,mixed,0.002,0,1,2.0,0
6,Ludecomposition,910,251190333,3,int,0.241,0,0,3.0,0
5,Eigenvalue,910,82810000,2,mixed,0.004,1,1,2.0,0
6,Multiplication,920,778688000,3,int,0.6992499999999999,0,0,3.0,0
2,Addition,920,846400,3,int,0.002,0,0,2.0,0
2,Transposition,920,846400,2,int,0.002,0,1,2.0,0
5,Determinant,920,778688000,1,int,0.205,0,0,3.0,0
2,Scaling,920,846400,2,int,0.002,0,1,2.0,0
8,Exponential,920,846400,2,mixed,0.005,0,1,2.0,0
8,Logarithm,920,846400,2,mixed,0.005,0,1,2.0,0
7,Squareroot,920,846400,2,mixed,0.003,0,1,2.0,0
6,Ludecomposition,920,259562666,3,int,0.2,0,1,2.0,0
7,Multiplication,930,804357000,3,int,0.6992499999999999,0,0,3.0,0
3,Addition,930,864900,3,int,0.003,0,0,2.0,0
6,Transposition,930,864900,2,int,0.002,0,1,2.0,0
6,Determinant,930,804357000,1,int,0.199,0,0,3.0,0
8,Scaling,930,864900,2,int,0.001,0,1,2.0,0
7,Exponential,930,864900,2,mixed,0.004,0,1,2.0,0
8,Logarithm,930,864900,2,mixed,0.005,0,1,2.0,0
8,Squareroot,930,864900,2,mixed,0.003,0,1,2.0,0
6,Ludecomposition,930,268119000,3,int,0.327,0,0,3.0,0
6,Eigenvalue,930,86490000,2,mixed,0.004,1,1,2.0,0
6,Multiplication,930,804357000,3,int,0.6992499999999999,0,0,3.0,0
2,Addition,930,864900,3,int,0.002,0,0,2.0,0
2,Transposition,930,864900,2,int,0.005,0,1,2.0,0
6,Determinant,930,804357000,1,int,0.187,0,0,3.0,0
5,Scaling,930,864900,2,int,0.001,0,1,2.0,0
8,Exponential,930,864900,2,mixed,0.004,0,1,2.0,0
6,Squareroot,930,864900,2,mixed,0.003,0,1,2.0,0
6,Ludecomposition,930,268119000,3,int,0.284,0,0,3.0,0
8,Multiplication,940,804357000,3,int,0.6992499999999999,0,0,3.0,0
3,Addition,940,883600,3,int,0.002,0,0,2.0,0
4,Transposition,940,883600,2,int,0.005,0,1,2.0,0
5,Determinant,940,804357000,1,int,0.259,0,0,3.0,0
4,Scaling,940,883600,2,int,0.002,0,1,2.0,0
8,Exponential,940,883600,2,mixed,0.005,0,1,2.0,0
7,Logarithm,940,883600,2,mixed,0.006,0,1,2.0,0
8,Squareroot,940,883600,2,mixed,0.002,0,1,2.0,0
6,Ludecomposition,940,276861333,3,int,0.274,0,0,3.0,0
6,Eigenvalue,940,88360000,2,mixed,0.004,1,1,2.0,0
8,Multiplication,950,804357000,3,int,0.6992499999999999,0,0,3.0,0
5,Addition,950,902500,3,int,0.002,0,0,2.0,0
3,Transposition,950,902500,2,int,0.003,0,1,2.0,0
6,Determinant,950,804357000,1,int,0.194,0,0,3.0,0
6,Scaling,950,902500,2,int,0.002,0,1,2.0,0
5,Exponential,950,902500,2,mixed,0.007,0,1,2.0,0
8,Logarithm,950,902500,2,mixed,0.005,0,1,2.0,0
